GO,n_genes,TERM,contrast,term_label
GO:0006488,1,dolichol-linked oligosaccharide biosynthetic process,mature_vs_thin,dolichol-linked oligosaccharide biosynthetic process
GO:0006497,1,protein lipidation,mature_vs_thin,protein lipidation
GO:0006513,1,protein monoubiquitination,mature_vs_thin,protein monoubiquitination
GO:0006517,1,protein deglycosylation,mature_vs_thin,protein deglycosylation
GO:0006521,1,regulation of amino acid metabolic process,mature_vs_thin,regulation of amino acid metabolic process
GO:0006530,1,L-asparagine catabolic process,mature_vs_thin,L-asparagine catabolic process
GO:0006531,1,aspartate metabolic process,mature_vs_thin,aspartate metabolic process
GO:0006532,1,aspartate biosynthetic process,mature_vs_thin,aspartate biosynthetic process
GO:0006533,1,L-aspartate catabolic process,mature_vs_thin,L-aspartate catabolic process
GO:0006536,1,glutamate metabolic process,mature_vs_thin,glutamate metabolic process
GO:0006538,1,L-glutamate catabolic process,mature_vs_thin,L-glutamate catabolic process
GO:0006544,1,glycine metabolic process,mature_vs_thin,glycine metabolic process
GO:0006545,1,glycine biosynthetic process,mature_vs_thin,glycine biosynthetic process
GO:0006546,1,glycine catabolic process,mature_vs_thin,glycine catabolic process
GO:0006571,1,tyrosine biosynthetic process,mature_vs_thin,tyrosine biosynthetic process
GO:0006574,1,L-valine catabolic process,mature_vs_thin,L-valine catabolic process
GO:0006598,1,polyamine catabolic process,mature_vs_thin,polyamine catabolic process
GO:0006613,1,cotranslational protein targeting to membrane,mature_vs_thin,cotranslational protein targeting to membrane
GO:0006620,1,post-translational protein targeting to endoplasmic reticulum membrane,mature_vs_thin,post-translational protein targeting to endoplasmic reticulum membrane
GO:0006635,1,fatty acid beta-oxidation,mature_vs_thin,fatty acid beta-oxidation
GO:0006636,1,unsaturated fatty acid biosynthetic process,mature_vs_thin,unsaturated fatty acid biosynthetic process
GO:0006651,1,diacylglycerol biosynthetic process,mature_vs_thin,diacylglycerol biosynthetic process
GO:0006658,1,phosphatidylserine metabolic process,mature_vs_thin,phosphatidylserine metabolic process
GO:0006660,1,phosphatidylserine catabolic process,mature_vs_thin,phosphatidylserine catabolic process
GO:0006661,1,phosphatidylinositol biosynthetic process,mature_vs_thin,phosphatidylinositol biosynthetic process
GO:0006675,1,mannosyl-inositol phosphorylceramide metabolic process,mature_vs_thin,mannosyl-inositol phosphorylceramide metabolic process
GO:0006676,1,mannosyl diphosphorylinositol ceramide metabolic process,mature_vs_thin,mannosyl diphosphorylinositol ceramide metabolic process
GO:0006688,1,glycosphingolipid biosynthetic process,mature_vs_thin,glycosphingolipid biosynthetic process
GO:0006739,1,NADP+ metabolic process,mature_vs_thin,NADP+ metabolic process
GO:0006741,1,NADP+ biosynthetic process,mature_vs_thin,NADP+ biosynthetic process
GO:0006788,1,heme oxidation,mature_vs_thin,heme oxidation
GO:0006799,1,polyphosphate biosynthetic process,mature_vs_thin,polyphosphate biosynthetic process
GO:0006805,1,xenobiotic metabolic process,mature_vs_thin,xenobiotic metabolic process
GO:0006813,1,potassium ion transport,mature_vs_thin,potassium ion transport
GO:0006821,1,chloride transport,mature_vs_thin,chloride transport
GO:0006842,1,tricarboxylic acid transport,mature_vs_thin,tricarboxylic acid transport
GO:0006843,1,mitochondrial citrate transmembrane transport,mature_vs_thin,mitochondrial citrate transmembrane transport
GO:0006850,1,pyruvate import into mitochondria,mature_vs_thin,pyruvate import into mitochondria
GO:0006868,1,glutamine transport,mature_vs_thin,glutamine transport
GO:0006885,1,regulation of pH,mature_vs_thin,regulation of pH
GO:0006950,1,response to stress,mature_vs_thin,response to stress
GO:0006973,1,intracellular accumulation of glycerol,mature_vs_thin,intracellular accumulation of glycerol
GO:0006997,1,nucleus organization,mature_vs_thin,nucleus organization
GO:0007007,1,inner mitochondrial membrane organization,mature_vs_thin,inner mitochondrial membrane organization
GO:0007018,1,microtubule-based movement,mature_vs_thin,microtubule-based movement
GO:0007023,1,post-chaperonin tubulin folding pathway,mature_vs_thin,post-chaperonin tubulin folding pathway
GO:0007026,1,negative regulation of microtubule depolymerization,mature_vs_thin,negative regulation of microtubule depolymerization
GO:0007029,1,endoplasmic reticulum organization,mature_vs_thin,endoplasmic reticulum organization
GO:0007062,1,sister chromatid cohesion,mature_vs_thin,sister chromatid cohesion
GO:0007080,1,mitotic metaphase chromosome alignment,mature_vs_thin,mitotic metaphase chromosome alignment
GO:0007088,1,regulation of mitotic nuclear division,mature_vs_thin,regulation of mitotic nuclear division
GO:0007107,1,membrane addition at site of cytokinesis,mature_vs_thin,membrane addition at site of cytokinesis
GO:0007135,1,meiosis II,mature_vs_thin,meiosis II
GO:0007234,1,osmosensory signaling via phosphorelay pathway,mature_vs_thin,osmosensory signaling via phosphorelay pathway
GO:0008156,1,negative regulation of DNA replication,mature_vs_thin,negative regulation of DNA replication
GO:0008204,1,ergosterol metabolic process,mature_vs_thin,ergosterol metabolic process
GO:0008216,1,spermidine metabolic process,mature_vs_thin,spermidine metabolic process
GO:0008333,1,endosome to lysosome transport,mature_vs_thin,endosome to lysosome transport
GO:0008535,1,respiratory chain complex IV assembly,mature_vs_thin,respiratory chain complex IV assembly
GO:0008637,1,apoptotic mitochondrial changes,mature_vs_thin,apoptotic mitochondrial changes
GO:0008655,1,pyrimidine-containing compound salvage,mature_vs_thin,pyrimidine-containing compound salvage
GO:0009062,1,fatty acid catabolic process,mature_vs_thin,fatty acid catabolic process
GO:0009070,1,serine family amino acid biosynthetic process,mature_vs_thin,serine family amino acid biosynthetic process
GO:0009073,1,aromatic amino acid family biosynthetic process,mature_vs_thin,aromatic amino acid family biosynthetic process
GO:0009081,1,branched-chain amino acid metabolic process,mature_vs_thin,branched-chain amino acid metabolic process
GO:0009088,1,threonine biosynthetic process,mature_vs_thin,threonine biosynthetic process
GO:0009092,1,homoserine metabolic process,mature_vs_thin,homoserine metabolic process
GO:0009094,1,L-phenylalanine biosynthetic process,mature_vs_thin,L-phenylalanine biosynthetic process
GO:0009098,1,L-leucine biosynthetic process,mature_vs_thin,L-leucine biosynthetic process
GO:0009101,1,glycoprotein biosynthetic process,mature_vs_thin,glycoprotein biosynthetic process
GO:0009102,1,biotin biosynthetic process,mature_vs_thin,biotin biosynthetic process
GO:0009141,1,nucleoside triphosphate metabolic process,mature_vs_thin,nucleoside triphosphate metabolic process
GO:0009159,1,deoxyribonucleoside monophosphate catabolic process,mature_vs_thin,deoxyribonucleoside monophosphate catabolic process
GO:0009166,1,nucleotide catabolic process,mature_vs_thin,nucleotide catabolic process
GO:0009202,1,deoxyribonucleoside triphosphate biosynthetic process,mature_vs_thin,deoxyribonucleoside triphosphate biosynthetic process
GO:0009229,1,thiamine diphosphate biosynthetic process,mature_vs_thin,thiamine diphosphate biosynthetic process
GO:0009231,1,riboflavin biosynthetic process,mature_vs_thin,riboflavin biosynthetic process
GO:0009268,1,response to pH,mature_vs_thin,response to pH
GO:0009298,1,GDP-mannose biosynthetic process,mature_vs_thin,GDP-mannose biosynthetic process
GO:0009301,1,snRNA transcription,mature_vs_thin,snRNA transcription
GO:0009436,1,glyoxylate catabolic process,mature_vs_thin,glyoxylate catabolic process
GO:0009443,1,pyridoxal 5'-phosphate salvage,mature_vs_thin,pyridoxal 5'-phosphate salvage
GO:0009448,1,gamma-aminobutyric acid metabolic process,mature_vs_thin,gamma-aminobutyric acid metabolic process
GO:0009450,1,gamma-aminobutyric acid catabolic process,mature_vs_thin,gamma-aminobutyric acid catabolic process
GO:0009451,1,RNA modification,mature_vs_thin,RNA modification
GO:0009749,1,response to glucose,mature_vs_thin,response to glucose
GO:0009896,1,positive regulation of catabolic process,mature_vs_thin,positive regulation of catabolic process
GO:0009968,1,negative regulation of signal transduction,mature_vs_thin,negative regulation of signal transduction
GO:0010032,1,meiotic chromosome condensation,mature_vs_thin,meiotic chromosome condensation
GO:0010121,1,L-arginine catabolic process to proline via ornithine,mature_vs_thin,L-arginine catabolic process to proline via ornithine
GO:0010124,1,phenylacetate catabolic process,mature_vs_thin,phenylacetate catabolic process
GO:0010138,1,pyrimidine ribonucleotide salvage,mature_vs_thin,pyrimidine ribonucleotide salvage
GO:0010155,1,regulation of proton transport,mature_vs_thin,regulation of proton transport
GO:0010256,1,endomembrane system organization,mature_vs_thin,endomembrane system organization
GO:0010273,1,detoxification of copper ion,mature_vs_thin,detoxification of copper ion
GO:0010506,1,regulation of autophagy,mature_vs_thin,regulation of autophagy
GO:0010520,1,regulation of reciprocal meiotic recombination,mature_vs_thin,regulation of reciprocal meiotic recombination
GO:0010557,1,positive regulation of macromolecule biosynthetic process,mature_vs_thin,positive regulation of macromolecule biosynthetic process
GO:0010603,1,regulation of cytoplasmic mRNA processing body assembly,mature_vs_thin,regulation of cytoplasmic mRNA processing body assembly
GO:0010636,1,positive regulation of mitochondrial fusion,mature_vs_thin,positive regulation of mitochondrial fusion
GO:0010696,1,positive regulation of mitotic spindle pole body separation,mature_vs_thin,positive regulation of mitotic spindle pole body separation
GO:0010697,1,negative regulation of mitotic spindle pole body separation,mature_vs_thin,negative regulation of mitotic spindle pole body separation
GO:0010731,1,protein glutathionylation,mature_vs_thin,protein glutathionylation
GO:0010774,1,meiotic strand invasion involved in reciprocal meiotic recombination,mature_vs_thin,meiotic strand invasion involved in reciprocal meiotic recombination
GO:0010821,1,regulation of mitochondrion organization,mature_vs_thin,regulation of mitochondrion organization
GO:0010895,1,negative regulation of ergosterol biosynthetic process,mature_vs_thin,negative regulation of ergosterol biosynthetic process
GO:0010920,1,negative regulation of inositol phosphate biosynthetic process,mature_vs_thin,negative regulation of inositol phosphate biosynthetic process
GO:0010954,1,positive regulation of protein processing,mature_vs_thin,positive regulation of protein processing
GO:0010966,1,regulation of phosphate transport,mature_vs_thin,regulation of phosphate transport
GO:0010972,1,negative regulation of G2/M transition of mitotic cell cycle,mature_vs_thin,negative regulation of G2/M transition of mitotic cell cycle
GO:0015685,1,ferric-enterobactin import into cell,mature_vs_thin,ferric-enterobactin import into cell
GO:0015699,1,antimonite transmembrane transport,mature_vs_thin,antimonite transmembrane transport
GO:0015700,1,arsenite transport,mature_vs_thin,arsenite transport
GO:0015706,1,nitrate transmembrane transport,mature_vs_thin,nitrate transmembrane transport
GO:0015707,1,nitrite transport,mature_vs_thin,nitrite transport
GO:0015709,1,thiosulfate transport,mature_vs_thin,thiosulfate transport
GO:0015742,1,alpha-ketoglutarate transport,mature_vs_thin,alpha-ketoglutarate transport
GO:0015749,1,monosaccharide transmembrane transport,mature_vs_thin,monosaccharide transmembrane transport
GO:0015750,1,pentose transmembrane transport,mature_vs_thin,pentose transmembrane transport
GO:0015757,1,galactose transmembrane transport,mature_vs_thin,galactose transmembrane transport
GO:0015771,1,trehalose transport,mature_vs_thin,trehalose transport
GO:0015791,1,polyol transmembrane transport,mature_vs_thin,polyol transmembrane transport
GO:0015793,1,glycerol transmembrane transport,mature_vs_thin,glycerol transmembrane transport
GO:0015794,1,glycerol-3-phosphate transmembrane transport,mature_vs_thin,glycerol-3-phosphate transmembrane transport
GO:0015798,1,myo-inositol transport,mature_vs_thin,myo-inositol transport
GO:0015803,1,branched-chain amino acid transport,mature_vs_thin,branched-chain amino acid transport
GO:0015804,1,neutral amino acid transport,mature_vs_thin,neutral amino acid transport
GO:0015805,1,S-adenosyl-L-methionine transport,mature_vs_thin,S-adenosyl-L-methionine transport
GO:0015810,1,aspartate transmembrane transport,mature_vs_thin,aspartate transmembrane transport
GO:0015811,1,L-cystine transport,mature_vs_thin,L-cystine transport
GO:0015812,1,gamma-aminobutyric acid transport,mature_vs_thin,gamma-aminobutyric acid transport
GO:0015825,1,L-serine transport,mature_vs_thin,L-serine transport
GO:0015837,1,amine transport,mature_vs_thin,amine transport
GO:0015840,1,urea transport,mature_vs_thin,urea transport
GO:0015856,1,cytosine transport,mature_vs_thin,cytosine transport
GO:0015861,1,cytidine transport,mature_vs_thin,cytidine transport
GO:0015867,1,ATP transport,mature_vs_thin,ATP transport
GO:0015878,1,biotin transport,mature_vs_thin,biotin transport
GO:0015880,1,coenzyme A transport,mature_vs_thin,coenzyme A transport
GO:0015887,1,pantothenate transmembrane transport,mature_vs_thin,pantothenate transmembrane transport
GO:0015931,1,nucleobase-containing compound transport,mature_vs_thin,nucleobase-containing compound transport
GO:0015940,1,pantothenate biosynthetic process,mature_vs_thin,pantothenate biosynthetic process
GO:0015961,1,diadenosine polyphosphate catabolic process,mature_vs_thin,diadenosine polyphosphate catabolic process
GO:0015990,1,electron transport coupled proton transport,mature_vs_thin,electron transport coupled proton transport
GO:0016050,1,vesicle organization,mature_vs_thin,vesicle organization
GO:0016051,1,carbohydrate biosynthetic process,mature_vs_thin,carbohydrate biosynthetic process
GO:0016052,1,carbohydrate catabolic process,mature_vs_thin,carbohydrate catabolic process
GO:0016072,1,rRNA metabolic process,mature_vs_thin,rRNA metabolic process
GO:0016074,1,sno(s)RNA metabolic process,mature_vs_thin,sno(s)RNA metabolic process
GO:0016241,1,regulation of macroautophagy,mature_vs_thin,regulation of macroautophagy
GO:0016255,1,attachment of GPI anchor to protein,mature_vs_thin,attachment of GPI anchor to protein
GO:0016310,1,phosphorylation,mature_vs_thin,phosphorylation
